Airline,Source,Destination,Duration,Total_Stops,Price,Month,Day_Name
Multiple carriers,Delhi,Cochin,780.0,1,16023.0,March,Saturday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Thursday
Jet Airways,Kolkata,Banglore,1015.2,1,8824.0,March,Sunday
IndiGo,Delhi,Cochin,345.0,1,7060.0,March,Saturday
Jet Airways,Kolkata,Banglore,1159.8,1,14231.0,March,Sunday
Jet Airways,Banglore,Delhi,184.8,0,4544.0,April,Wednesday
Jet Airways,Delhi,Cochin,1665.0,1,16289.0,March,Saturday
IndiGo,Kolkata,Banglore,165.0,0,6565.0,March,Sunday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Friday
Air India,Delhi,Cochin,765.0,1,7480.0,May,Monday
Vistara,Kolkata,Banglore,1065.0,1,9922.0,May,Sunday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Monday
Jet Airways,Delhi,Cochin,994.8,2,14300.0,June,Saturday
Jet Airways,Delhi,Cochin,1570.2,1,12242.0,March,Wednesday
Multiple carriers,Delhi,Cochin,454.8,1,10678.0,June,Monday
Multiple carriers,Delhi,Cochin,780.0,1,9450.0,May,Monday
IndiGo,Kolkata,Banglore,160.2,0,4174.0,April,Saturday
Jet Airways,Banglore,Delhi,180.0,0,4544.0,April,Saturday
IndiGo,Kolkata,Banglore,280.2,1,5386.0,May,Wednesday
Jet Airways,Delhi,Cochin,1429.8,2,15129.0,May,Friday
IndiGo,Delhi,Cochin,490.2,1,6412.0,June,Saturday
Jet Airways,Banglore,New Delhi,165.0,0,7229.0,March,Sunday
Vistara,Banglore,Delhi,169.8,0,4878.0,June,Saturday
Air Asia,Kolkata,Banglore,154.8,0,3807.0,April,Saturday
Jet Airways,Delhi,Cochin,1144.8,1,12373.0,May,Saturday
Jet Airways,Kolkata,Banglore,570.0,1,14571.0,June,Thursday
Jet Airways,Delhi,Cochin,520.2,1,10262.0,June,Wednesday
Jet Airways,Delhi,Cochin,1324.8,1,10577.0,June,Sunday
Vistara,Mumbai,Hyderabad,1560.0,1,12395.0,March,Wednesday
SpiceJet,Kolkata,Banglore,154.8,0,3841.0,April,Saturday
Air Asia,Delhi,Cochin,469.8,1,8759.0,June,Monday
IndiGo,Delhi,Cochin,645.0,1,7738.0,March,Thursday
IndiGo,Delhi,Cochin,630.0,1,7503.0,May,Saturday
IndiGo,Delhi,Cochin,844.8,1,5883.0,June,Monday
Jet Airways,Kolkata,Banglore,799.8,1,12692.0,June,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4823.0,April,Monday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,May,Monday
Air India,Delhi,Cochin,1180.2,2,8603.0,June,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,5769.0,June,Friday
Jet Airways,Kolkata,Banglore,1399.8,1,12681.0,April,Monday
SpiceJet,Banglore,Delhi,160.2,0,3625.0,June,Monday
IndiGo,Delhi,Cochin,975.0,1,8854.0,May,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,May,Wednesday
Air India,Delhi,Cochin,555.0,1,8372.0,June,Wednesday
Jet Airways,Delhi,Cochin,1234.8,1,10262.0,June,Wednesday
Air India,Chennai,Kolkata,135.0,0,10810.0,March,Sunday
IndiGo,Chennai,Kolkata,145.2,0,3540.0,June,Saturday
Jet Airways,Banglore,Delhi,184.8,0,8016.0,June,Thursday
IndiGo,Banglore,New Delhi,169.8,0,6860.0,March,Saturday
Air Asia,Delhi,Cochin,340.2,1,6451.0,April,Saturday
Jet Airways,Kolkata,Banglore,1120.2,1,13067.0,May,Monday
Jet Airways,Kolkata,Banglore,1500.0,1,11467.0,May,Monday
Air India,Kolkata,Banglore,795.0,1,10203.0,May,Thursday
Air Asia,Kolkata,Banglore,150.0,0,4082.0,March,Tuesday
Air India,Delhi,Cochin,499.8,2,13276.0,May,Tuesday
Jet Airways,Banglore,New Delhi,420.0,2,23001.0,March,Saturday
Jet Airways,Kolkata,Banglore,1549.8,1,10844.0,June,Thursday
IndiGo,Banglore,Delhi,175.2,0,4990.0,June,Thursday
Jet Airways,Banglore,New Delhi,550.2,1,10037.0,March,Saturday
Jet Airways,Kolkata,Banglore,520.2,1,14388.0,May,Monday
Air India,Delhi,Cochin,1305.0,2,12287.0,March,Sunday
Jet Airways,Kolkata,Banglore,400.2,1,10844.0,June,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,4995.0,May,Friday
Multiple carriers,Delhi,Cochin,439.8,1,9794.0,May,Monday
IndiGo,Kolkata,Banglore,240.0,1,4226.0,June,Thursday
IndiGo,Delhi,Cochin,844.8,1,7318.0,March,Thursday
Jet Airways,Kolkata,Banglore,735.0,1,8529.0,June,Wednesday
Air India,Kolkata,Banglore,1830.0,2,9416.0,June,Wednesday
Jet Airways,Delhi,Cochin,1620.0,2,11507.0,June,Monday
Air India,Kolkata,Banglore,970.2,2,9920.0,April,Monday
Multiple carriers,Delhi,Cochin,540.0,1,7038.0,May,Saturday
GoAir,Delhi,Cochin,355.2,1,4959.0,June,Monday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,5678.0,June,Sunday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,June,Sunday
Jet Airways,Kolkata,Banglore,424.8,1,7064.0,April,Monday
IndiGo,Banglore,Delhi,169.8,0,4823.0,April,Saturday
Jet Airways,Kolkata,Banglore,364.8,1,14571.0,May,Friday
IndiGo,Kolkata,Banglore,165.0,0,4148.0,March,Wednesday
Air India,Kolkata,Banglore,919.8,2,13873.0,May,Friday
Jet Airways,Delhi,Cochin,1414.8,1,10262.0,June,Monday
Multiple carriers,Delhi,Cochin,829.8,1,6645.0,April,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Wednesday
IndiGo,Banglore,New Delhi,244.8,1,5746.0,March,Saturday
GoAir,Delhi,Cochin,460.2,1,5199.0,June,Sunday
IndiGo,Chennai,Kolkata,139.8,0,4332.0,March,Monday
IndiGo,Delhi,Cochin,574.8,1,6416.0,June,Saturday
Air India,Banglore,New Delhi,574.8,2,12935.0,March,Monday
Jet Airways,Banglore,New Delhi,685.2,1,7832.0,March,Thursday
Jet Airways,Kolkata,Banglore,730.2,1,8586.0,May,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,5769.0,June,Monday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,May,Tuesday
Vistara,Delhi,Cochin,190.2,0,12411.0,March,Wednesday
Air India,Kolkata,Banglore,745.2,1,8366.0,June,Sunday
Multiple carriers,Delhi,Cochin,705.0,1,7354.0,June,Monday
Air India,Banglore,New Delhi,664.8,2,13576.0,March,Friday
Multiple carriers,Delhi,Cochin,585.0,1,11622.0,June,Monday
Air India,Kolkata,Banglore,1045.2,2,12723.0,June,Thursday
Jet Airways,Kolkata,Banglore,900.0,1,13759.0,March,Sunday
IndiGo,Delhi,Cochin,379.8,1,6412.0,May,Wednesday
IndiGo,Delhi,Cochin,765.0,2,6494.0,March,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,March,Sunday
Air India,Kolkata,Banglore,1545.0,1,8891.0,May,Sunday
Jet Airways,Delhi,Cochin,1260.0,1,17024.0,March,Sunday
Jet Airways,Delhi,Cochin,559.8,2,10368.0,June,Wednesday
Jet Airways,Kolkata,Banglore,1335.0,1,14571.0,June,Sunday
Jet Airways,Banglore,New Delhi,495.0,1,7832.0,March,Thursday
Jet Airways,Kolkata,Banglore,750.0,1,14151.0,May,Thursday
Multiple carriers,Delhi,Cochin,510.0,1,7154.0,March,Thursday
Air Asia,Kolkata,Banglore,709.8,1,5192.0,April,Monday
Multiple carriers,Delhi,Cochin,630.0,2,21483.0,March,Wednesday
Jet Airways,Kolkata,Banglore,730.2,1,6812.0,June,Thursday
IndiGo,Banglore,New Delhi,300.0,1,13292.0,March,Sunday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Tuesday
Jet Airways,Delhi,Cochin,1045.2,2,11150.0,June,Thursday
IndiGo,Delhi,Cochin,310.2,1,5912.0,April,Wednesday
Air India,Delhi,Cochin,570.0,1,8907.0,June,Thursday
Air India,Banglore,New Delhi,640.2,1,8767.0,March,Saturday
Jet Airways,Delhi,Cochin,520.2,1,12242.0,March,Wednesday
Air India,Kolkata,Banglore,580.2,1,6327.0,May,Friday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,May,Friday
Multiple carriers,Delhi,Cochin,675.0,1,15058.0,June,Monday
Jet Airways,Banglore,New Delhi,1410.0,1,11087.0,March,Tuesday
Jet Airways,Kolkata,Banglore,520.2,1,13941.0,May,Thursday
SpiceJet,Delhi,Cochin,379.8,1,7317.0,June,Saturday
Jet Airways,Kolkata,Banglore,775.2,1,9663.0,May,Friday
IndiGo,Delhi,Cochin,300.0,1,5065.0,April,Wednesday
Air India,Delhi,Cochin,795.0,1,8907.0,June,Thursday
SpiceJet,Kolkata,Banglore,150.0,0,4148.0,March,Thursday
Multiple carriers,Delhi,Cochin,420.0,1,13587.0,June,Sunday
Jet Airways,Delhi,Cochin,394.8,1,10262.0,June,Thursday
Jet Airways,Banglore,New Delhi,1090.2,1,12284.0,March,Monday
Jet Airways,Kolkata,Banglore,1285.2,1,14781.0,May,Wednesday
Jet Airways,Kolkata,Banglore,1495.2,1,9663.0,May,Saturday
IndiGo,Banglore,New Delhi,169.8,0,19685.0,March,Friday
Air India,Kolkata,Banglore,795.0,1,10203.0,May,Sunday
Jet Airways,Kolkata,Banglore,1330.2,1,13941.0,May,Wednesday
Air India,Banglore,New Delhi,165.0,0,25703.0,March,Friday
Jet Airways,Delhi,Cochin,865.2,1,10262.0,June,Sunday
SpiceJet,Chennai,Kolkata,139.8,0,3543.0,May,Wednesday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,April,Saturday
Jet Airways,Delhi,Cochin,450.0,1,15554.0,May,Saturday
Jet Airways,Kolkata,Banglore,345.0,1,10844.0,May,Friday
Jet Airways,Kolkata,Banglore,1285.2,1,12692.0,June,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,3210.0,June,Sunday
Air India,Delhi,Cochin,435.0,2,9601.0,May,Wednesday
Multiple carriers,Delhi,Cochin,750.0,1,13377.0,June,Saturday
Jet Airways,Kolkata,Banglore,1395.0,1,11134.0,March,Sunday
Multiple carriers,Delhi,Cochin,724.8,1,8055.0,March,Wednesday
Jet Airways,Delhi,Cochin,655.2,1,12242.0,March,Wednesday
Air India,Banglore,New Delhi,1519.8,1,8425.0,March,Saturday
SpiceJet,Mumbai,Hyderabad,90.0,0,2753.0,June,Saturday
SpiceJet,Banglore,Delhi,175.2,0,3311.0,May,Monday
IndiGo,Kolkata,Banglore,240.0,1,4226.0,June,Wednesday
Jet Airways,Banglore,New Delhi,1210.2,1,26890.0,March,Friday
Multiple carriers,Delhi,Cochin,780.0,1,12524.0,June,Monday
SpiceJet,Kolkata,Banglore,150.0,0,3847.0,March,Thursday
Jet Airways,Kolkata,Banglore,424.8,1,12681.0,April,Monday
Jet Airways,Delhi,Cochin,1140.0,2,13882.0,June,Thursday
Jet Airways,Kolkata,Banglore,739.8,1,10844.0,June,Thursday
Jet Airways,Banglore,New Delhi,649.8,1,12547.0,March,Tuesday
Jet Airways,Kolkata,Banglore,585.0,1,14178.0,June,Sunday
IndiGo,Delhi,Cochin,574.8,1,14871.0,March,Sunday
Multiple carriers,Delhi,Cochin,780.0,1,15078.0,March,Wednesday
IndiGo,Kolkata,Banglore,160.2,0,4804.0,May,Tuesday
SpiceJet,Kolkata,Banglore,150.0,0,3873.0,May,Thursday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,June,Monday
GoAir,Delhi,Cochin,355.2,1,5457.0,June,Saturday
Jet Airways,Kolkata,Banglore,510.0,1,14781.0,May,Sunday
Jet Airways,Delhi,Cochin,1260.0,1,15764.0,March,Saturday
Vistara,Banglore,Delhi,169.8,0,4668.0,June,Wednesday
Jet Airways,Delhi,Cochin,195.0,0,9564.0,June,Monday
IndiGo,Delhi,Cochin,859.8,1,7191.0,May,Wednesday
Jet Airways,Delhi,Cochin,520.2,1,15764.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1315.2,1,14388.0,May,Monday
Jet Airways,Delhi,Cochin,520.2,1,6540.0,March,Wednesday
SpiceJet,Banglore,Delhi,169.8,0,3625.0,June,Monday
Multiple carriers,Delhi,Cochin,705.0,1,8266.0,May,Thursday
SpiceJet,Kolkata,Banglore,435.0,1,10944.0,May,Saturday
IndiGo,Delhi,Cochin,300.0,1,5073.0,March,Wednesday
Jet Airways,Banglore,New Delhi,400.2,1,9134.0,March,Friday
Vistara,Kolkata,Banglore,1440.0,1,8085.0,June,Wednesday
Jet Airways,Banglore,New Delhi,325.2,1,22270.0,March,Wednesday
Air India,Kolkata,Banglore,1620.0,2,9836.0,April,Monday
IndiGo,Delhi,Cochin,420.0,1,14871.0,March,Sunday
Jet Airways,Mumbai,Hyderabad,604.8,2,23528.0,March,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Thursday
Jet Airways,Banglore,New Delhi,550.2,1,12284.0,March,Monday
Multiple carriers,Delhi,Cochin,900.0,1,7005.0,June,Wednesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Monday
IndiGo,Delhi,Cochin,300.0,1,6827.0,March,Wednesday
Air India,Mumbai,Hyderabad,79.80000000000001,0,3100.0,May,Sunday
Jet Airways,Mumbai,Hyderabad,90.0,0,2759.0,March,Friday
Jet Airways,Kolkata,Banglore,1480.2,1,13067.0,May,Thursday
GoAir,Banglore,Delhi,165.0,0,3898.0,April,Monday
Jet Airways,Delhi,Cochin,1125.0,2,10368.0,June,Wednesday
SpiceJet,Banglore,New Delhi,169.8,0,4273.0,March,Monday
SpiceJet,Banglore,Delhi,160.2,0,3311.0,May,Friday
Multiple carriers,Delhi,Cochin,720.0,1,15136.0,March,Wednesday
Multiple carriers,Delhi,Cochin,664.8,1,6601.0,April,Tuesday
Vistara,Kolkata,Banglore,1579.8,1,8452.0,May,Friday
Jet Airways,Kolkata,Banglore,1285.2,1,9314.0,May,Wednesday
IndiGo,Delhi,Cochin,345.0,1,6386.0,June,Saturday
Multiple carriers,Delhi,Cochin,840.0,1,13377.0,June,Monday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,March,Sunday
Air Asia,Banglore,Delhi,169.8,0,4483.0,May,Saturday
Jet Airways,Delhi,Cochin,1354.8,1,12898.0,May,Monday
IndiGo,Banglore,New Delhi,175.2,0,7648.0,March,Sunday
Jet Airways,Kolkata,Banglore,1024.8,1,14571.0,June,Sunday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,June,Thursday
Air India,Banglore,New Delhi,874.8,2,11728.0,March,Monday
SpiceJet,Kolkata,Banglore,154.8,0,3873.0,April,Thursday
Air India,Delhi,Cochin,765.0,1,7480.0,May,Thursday
Jet Airways,Banglore,Delhi,180.0,0,8541.0,June,Friday
Jet Airways,Banglore,New Delhi,754.8,1,31825.0,March,Friday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Saturday
Jet Airways,Banglore,New Delhi,1069.8,1,13817.0,March,Tuesday
Jet Airways,Kolkata,Banglore,739.8,1,14571.0,May,Friday
Air Asia,Delhi,Cochin,865.2,1,6853.0,June,Saturday
SpiceJet,Banglore,Delhi,169.8,0,3573.0,May,Monday
Vistara,Kolkata,Banglore,1549.8,1,9345.0,May,Wednesday
Multiple carriers,Delhi,Cochin,780.0,1,13797.0,June,Wednesday
Air India,Banglore,New Delhi,1354.8,3,12358.0,March,Sunday
Multiple carriers,Delhi,Cochin,439.8,1,14086.0,March,Saturday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Friday
Jet Airways,Kolkata,Banglore,799.8,1,13731.0,May,Friday
Jet Airways,Delhi,Cochin,520.2,1,12898.0,May,Tuesday
Jet Airways,Delhi,Cochin,745.2,1,14714.0,June,Thursday
Vistara,Banglore,Delhi,169.8,0,5403.0,April,Friday
Jet Airways,Banglore,Delhi,165.0,0,5769.0,June,Monday
Air Asia,Kolkata,Banglore,154.8,0,5620.0,March,Sunday
IndiGo,Delhi,Cochin,195.0,0,5000.0,June,Tuesday
Air India,Delhi,Cochin,1855.2,2,10703.0,March,Thursday
Multiple carriers,Delhi,Cochin,570.0,1,13727.0,May,Saturday
Jet Airways,Kolkata,Banglore,799.8,1,14388.0,May,Sunday
Jet Airways,Banglore,New Delhi,1420.2,1,22270.0,March,Friday
IndiGo,Delhi,Cochin,345.0,1,6769.0,May,Monday
Air Asia,Kolkata,Banglore,499.8,2,5192.0,May,Friday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,4995.0,May,Friday
IndiGo,Chennai,Kolkata,139.8,0,8580.0,March,Friday
Air India,Delhi,Cochin,1255.2,1,7480.0,June,Saturday
Jet Airways,Banglore,Delhi,180.0,0,5198.0,April,Saturday
Jet Airways,Delhi,Cochin,559.8,2,10368.0,June,Thursday
Jet Airways,Mumbai,Hyderabad,85.19999999999999,0,8040.0,May,Monday
Jet Airways,Delhi,Cochin,1204.8,2,18909.0,March,Saturday
Air India,Kolkata,Banglore,1345.2,2,12849.0,April,Monday
Air India,Delhi,Cochin,1350.0,1,22798.0,March,Friday
Jet Airways,Kolkata,Banglore,589.8,1,14571.0,June,Thursday
Jet Airways,Banglore,New Delhi,1090.2,1,13502.0,March,Wednesday
SpiceJet,Chennai,Kolkata,139.8,0,3332.0,March,Wednesday
Multiple carriers,Delhi,Cochin,705.0,1,7354.0,June,Thursday
Multiple carriers,Delhi,Cochin,660.0,1,8073.0,May,Wednesday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,4049.0,March,Thursday
Jet Airways,Delhi,Cochin,1570.2,1,15029.0,March,Saturday
Air India,Delhi,Cochin,1420.2,2,10975.0,June,Monday
Multiple carriers,Delhi,Cochin,919.8,1,7038.0,June,Saturday
Jet Airways,Delhi,Cochin,660.0,1,15554.0,May,Thursday
Air India,Banglore,Delhi,169.8,0,5228.0,June,Wednesday
IndiGo,Delhi,Cochin,325.2,1,5636.0,June,Saturday
Air India,Delhi,Cochin,1180.2,2,9653.0,June,Thursday
Jet Airways,Kolkata,Banglore,910.2,1,8586.0,May,Friday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,May,Tuesday
Vistara,Kolkata,Banglore,1624.8,1,9345.0,May,Friday
Jet Airways,Delhi,Cochin,1924.8,2,9270.0,March,Thursday
Jet Airways,Delhi,Cochin,810.0,2,13292.0,June,Monday
Jet Airways,Delhi,Cochin,1570.2,2,8098.0,March,Wednesday
Air India,Delhi,Cochin,1420.2,1,7952.0,June,Thursday
IndiGo,Delhi,Cochin,415.2,1,5883.0,June,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Thursday
SpiceJet,Kolkata,Banglore,150.0,0,4174.0,May,Saturday
Multiple carriers,Delhi,Cochin,925.2,1,10696.0,June,Monday
Vistara,Banglore,Delhi,154.8,0,4878.0,June,Wednesday
SpiceJet,Banglore,Delhi,169.8,0,3971.0,April,Monday
Multiple carriers,Delhi,Cochin,390.0,1,7198.0,June,Monday
Jet Airways,Kolkata,Banglore,1540.2,1,9314.0,May,Monday
SpiceJet,Banglore,Delhi,169.8,0,4423.0,May,Wednesday
SpiceJet,Kolkata,Banglore,154.8,0,3841.0,April,Saturday
Multiple carriers,Delhi,Cochin,510.0,1,7154.0,March,Wednesday
Air India,Delhi,Cochin,735.0,1,9929.0,June,Saturday
Multiple carriers,Delhi,Cochin,454.8,1,8266.0,May,Thursday
Multiple carriers,Delhi,Cochin,630.0,1,10877.0,June,Wednesday
IndiGo,Kolkata,Banglore,150.0,0,4804.0,June,Monday
Multiple carriers,Delhi,Cochin,570.0,1,13587.0,June,Saturday
IndiGo,Delhi,Cochin,514.8,1,13611.0,March,Wednesday
IndiGo,Delhi,Cochin,975.0,1,6628.0,June,Thursday
IndiGo,Delhi,Cochin,195.0,0,5601.0,June,Wednesday
SpiceJet,Delhi,Cochin,315.0,1,5583.0,April,Monday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Tuesday
Jet Airways,Kolkata,Banglore,960.0,1,9663.0,May,Sunday
IndiGo,Delhi,Cochin,415.2,1,5883.0,June,Saturday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,April,Saturday
Vistara,Banglore,New Delhi,154.8,0,13383.0,March,Sunday
Multiple carriers,Delhi,Cochin,555.0,1,9646.0,June,Saturday
Jet Airways,Kolkata,Banglore,1570.2,1,11467.0,May,Wednesday
Air Asia,Kolkata,Banglore,720.0,1,5192.0,May,Sunday
Air Asia,Banglore,New Delhi,165.0,0,6477.0,March,Sunday
Multiple carriers,Delhi,Cochin,720.0,1,13727.0,May,Saturday
Vistara,Kolkata,Banglore,1639.8,1,9555.0,May,Saturday
Vistara,Mumbai,Hyderabad,750.0,1,12395.0,March,Wednesday
Jet Airways,Delhi,Cochin,550.2,1,10262.0,June,Saturday
Jet Airways,Kolkata,Banglore,739.8,1,14781.0,May,Tuesday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,May,Sunday
SpiceJet,Kolkata,Banglore,330.0,1,7804.0,May,Wednesday
Jet Airways,Delhi,Cochin,1680.0,1,10262.0,June,Thursday
Jet Airways,Banglore,Delhi,180.0,0,5198.0,May,Saturday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,May,Friday
Air Asia,Banglore,Delhi,165.0,0,3383.0,June,Saturday
Air India,Delhi,Cochin,319.8,1,7174.0,May,Monday
Air India,Delhi,Cochin,1590.0,1,8907.0,May,Wednesday
Jet Airways,Delhi,Cochin,1615.2,2,13014.0,June,Saturday
Jet Airways,Kolkata,Banglore,664.8,1,13584.0,May,Monday
Air Asia,Kolkata,Banglore,150.0,0,4107.0,May,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,2071.0,March,Friday
Jet Airways,Delhi,Cochin,450.0,1,12373.0,May,Thursday
Air India,Banglore,New Delhi,1744.8,2,13303.0,March,Tuesday
Jet Airways,Kolkata,Banglore,1054.8,1,8529.0,June,Wednesday
Jet Airways,Kolkata,Banglore,1495.2,1,14571.0,June,Thursday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Sunday
IndiGo,Kolkata,Banglore,160.2,0,4804.0,June,Thursday
Air India,Banglore,New Delhi,325.2,1,5118.0,March,Saturday
Jet Airways,Kolkata,Banglore,1429.8,1,9663.0,May,Saturday
Air India,Kolkata,Banglore,1840.2,2,12723.0,June,Sunday
GoAir,Banglore,Delhi,165.0,0,3419.0,May,Sunday
Jet Airways,Banglore,New Delhi,709.8,1,11087.0,March,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Friday
Jet Airways,Delhi,Cochin,1225.2,1,10262.0,June,Sunday
Jet Airways,Delhi,Cochin,1620.0,2,12609.0,June,Saturday
Vistara,Banglore,Delhi,160.2,0,4668.0,June,Monday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Friday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,June,Saturday
Air India,Kolkata,Banglore,150.0,0,5195.0,April,Friday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Saturday
IndiGo,Banglore,New Delhi,169.8,0,7648.0,March,Sunday
IndiGo,Chennai,Kolkata,139.8,0,3850.0,May,Friday
Air India,Banglore,Delhi,165.0,0,6121.0,April,Monday
IndiGo,Chennai,Kolkata,145.2,0,3540.0,June,Tuesday
Jet Airways,Banglore,New Delhi,340.2,1,9134.0,March,Friday
Jet Airways,Kolkata,Banglore,1660.2,1,10844.0,June,Thursday
IndiGo,Chennai,Kolkata,139.8,0,5277.0,June,Monday
IndiGo,Delhi,Cochin,300.0,1,5073.0,April,Saturday
SpiceJet,Kolkata,Banglore,154.8,0,3841.0,June,Monday
Multiple carriers,Delhi,Cochin,690.0,1,10877.0,June,Monday
Jet Airways,Delhi,Cochin,1575.0,1,5406.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1005.0,1,14151.0,June,Sunday
Jet Airways,Delhi,Cochin,1090.2,2,14237.0,June,Monday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,June,Monday
Air India,Kolkata,Banglore,805.2,1,11306.0,May,Saturday
Air Asia,Kolkata,Banglore,720.0,1,5192.0,May,Wednesday
Vistara,Chennai,Kolkata,135.0,0,3687.0,June,Wednesday
Multiple carriers,Delhi,Cochin,910.2,1,12192.0,June,Monday
Jet Airways,Delhi,Cochin,360.0,1,12898.0,May,Monday
Jet Airways,Delhi,Cochin,1395.0,1,14924.0,June,Sunday
SpiceJet,Kolkata,Banglore,435.0,1,8479.0,May,Friday
Multiple carriers,Delhi,Cochin,690.0,1,6943.0,May,Monday
Multiple carriers,Delhi,Cochin,754.8,1,7354.0,June,Thursday
Multiple carriers,Delhi,Cochin,600.0,1,12192.0,June,Thursday
IndiGo,Banglore,Delhi,180.0,0,3943.0,May,Friday
Jet Airways,Delhi,Cochin,1429.8,2,15129.0,May,Monday
Vistara,Banglore,Delhi,160.2,0,5403.0,April,Tuesday
Jet Airways,Delhi,Cochin,1140.0,2,13882.0,June,Thursday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,March,Thursday
Vistara,Banglore,Delhi,169.8,0,5403.0,April,Saturday
Vistara,Banglore,Delhi,169.8,0,4878.0,June,Thursday
IndiGo,Delhi,Cochin,880.2,2,6494.0,March,Wednesday
IndiGo,Banglore,New Delhi,165.0,0,4777.0,March,Sunday
Air India,Mumbai,Hyderabad,90.0,0,3625.0,June,Thursday
Air India,Kolkata,Banglore,1830.0,2,9258.0,April,Monday
Jet Airways,Delhi,Cochin,360.0,1,10262.0,June,Thursday
Air India,Banglore,New Delhi,1770.0,4,17686.0,March,Friday
IndiGo,Kolkata,Banglore,150.0,0,4174.0,April,Wednesday
Multiple carriers,Delhi,Cochin,910.2,1,7485.0,May,Tuesday
Air India,Kolkata,Banglore,1609.8,2,11222.0,May,Saturday
Jet Airways,Kolkata,Banglore,1684.8,1,12121.0,May,Wednesday
Air India,Kolkata,Banglore,610.2,2,10697.0,May,Tuesday
Jet Airways,Delhi,Cochin,450.0,1,12373.0,May,Thursday
SpiceJet,Kolkata,Banglore,520.2,1,6381.0,May,Tuesday
Jet Airways,Delhi,Cochin,2070.0,2,17072.0,March,Wednesday
IndiGo,Banglore,Delhi,175.2,0,4823.0,May,Friday
Air India,Delhi,Cochin,795.0,1,27282.0,March,Sunday
IndiGo,Mumbai,Hyderabad,94.80000000000001,0,2227.0,June,Wednesday
IndiGo,Banglore,New Delhi,165.0,0,4545.0,March,Saturday
IndiGo,Kolkata,Banglore,160.2,0,4148.0,March,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4148.0,March,Tuesday
Air India,Banglore,New Delhi,1624.8,2,7642.0,March,Thursday
Jet Airways,Delhi,Cochin,1234.8,1,10262.0,June,Monday
Jet Airways,Banglore,Delhi,180.0,0,4030.0,May,Friday
IndiGo,Delhi,Cochin,195.0,0,5000.0,June,Thursday
SpiceJet,Delhi,Cochin,270.0,1,5264.0,June,Sunday
Jet Airways,Banglore,Delhi,184.8,0,7229.0,June,Saturday
Jet Airways,Delhi,Cochin,660.0,1,10577.0,June,Monday
Air India,Kolkata,Banglore,1624.8,2,12723.0,May,Friday
Jet Airways,Delhi,Cochin,394.8,1,14714.0,June,Saturday
Jet Airways,Delhi,Cochin,1570.2,1,7438.0,March,Thursday
Air India,Kolkata,Banglore,1435.2,1,10203.0,May,Wednesday
Air Asia,Kolkata,Banglore,150.0,0,3782.0,March,Wednesday
Multiple carriers,Delhi,Cochin,390.0,1,8073.0,May,Wednesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Thursday
